TAP,numCosts,numEffects,isGreen,typed,isBlue,isBlack,isColorless,cmc,isWhite,isRed,hasX,typedRatio,singleuse_isGreen,singleuse_typed,singleuse_isBlue,singleuse_isBlack,singleuse_isColorless,singleuse_cmc,singleuse_isWhite,singleuse_isRed,singleuse_hasX,singleuse_typedRatio,tripleuse_cmc,tripleuse_typed,tripleuse_typedRatio,abilityKey,ADD_MANA,keyword_keywordAbilityId,keyword_functionsInGraveyard,keyword_easesCosts,keyword_hasCost,keyword_isAdditionalCost,keyword_functionsInHand,keyword_isActivated,keyword_modifiedResolution,keyword_isAlternateCost,keyword_isEvasion,keyword_reducesCost,keyword_isContinuous,keyword_hasTargets,keyword_functionsInBattlefield,keyword_isTriggered,CREATURES_YOU_CONTROL,abilityword_,DESTROY_TARGET,DEALS_DAMAGE,GAIN_LIFE,PLUS_PLUS,AS_ENTERS,OTHER_COST,WHEN_ENTERS,DEALS_COMBAT,DESTROY_THAT,PLUS_LOYALTY,EXILE_TARGET,PLUSX_COUNTERS,WHENEVER_ENTERS,SACRIFICE_SELF,GRANTS_ABILITY,REGENERATE,ENTERS_TAPPED,CREATES_TOKEN,DRAW_CARD,WHENEVER_ATTACKS,PLUS_MINUS,CANT_BE_BLOCKED,WHEN_DIES,AT_UPKEEP,DESTROY_ALL,EXILE_CARD,WHENEVER_DIES,COUNTERSPELL,FIGHT,RETURN_ALL,DISCARD_CARD,SACRIFICE_CREATURE,DEAL_DAMAGE,UNTAP,MINUS_MINUS,ENTERS_WITH,SEARCH,RETURN_TARGET,SELF_CANT_BLOCK,PAY_ENERGY,AT_EACH_END_STEP,PERMANENTS_YOU_CONTROL,AT_PRECOMBAT_MAIN,WHEN_LEAVES,ENCHANTMENTS_YOU_CONTROL,AT_THE_END_STEP,BECOMES_BLOCKED,MINUS_LOYALTY,PAY_LIFE,SACRIFICE_ANOTHER,SACRIFICE_LAND,MODAL,MINUSX_COUNTERS,LANDS_YOU_CONTROL,EXILE_ALL,INVESTIGATE,SCRY,MANIFEST
"",0,1,false,0.0,false,false,false,0.0,false,false,false,0.0,false,1.0,false,false,false,2.0,true,false,false,0.5,2.0,1.0,0.5,Call to Arms2,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",1,0,false,0.0,false,false,false,0.0,false,false,false,0.0,false,1.0,false,false,false,2.0,true,false,false,0.5,2.0,1.0,0.5,Call to Arms1,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,Icefall Regent3,,19,null,null,null,null,null,null,null,null,true,null,true,null,true,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",0,1,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,false,false,false,3.0,false,true,false,0.6666667,3.0,2.0,0.6666667,Volcanic Fallout2,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",0,0,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,true,false,false,5.0,false,false,false,0.4,5.0,2.0,0.4,Icefall Regent2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",1,1,false,1.0,false,false,false,2.0,false,true,false,0.5,false,2.0,false,false,false,3.0,false,true,false,0.6666667,7.0,4.0,0.5714286,Rift Elemental1,,,,,,,,,,,,,,,,,,,,,,true,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",1,0,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,true,false,false,5.0,false,false,false,0.4,5.0,2.0,0.4,Icefall Regent1,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,Skaab Goliath2,,27,null,null,null,null,null,null,null,null,true,null,true,null,true,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,1,0,false,0.0,false,false,false,2.0,false,false,false,0.0,false,0.0,false,false,false,6.0,false,false,false,0.0,10.0,0.0,0.0,Horn of Deafening1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",1,1,false,0.0,false,false,false,0.0,false,false,false,0.0,false,1.0,false,true,false,3.0,false,false,false,0.33333334,3.0,1.0,0.33333334,Stinkweed Imp1,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,Stinkweed Imp3,,57,true,null,null,null,null,null,null,null,null,null,true,null,null,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,Stinkweed Imp2,,19,null,null,null,null,null,null,null,null,true,null,true,null,true,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",1,1,false,2.0,false,true,false,2.0,false,false,false,1.0,false,4.0,false,true,false,4.0,false,false,false,1.0,8.0,8.0,1.0,Karlov of the Ghost Council2,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",0,1,false,0.0,false,false,false,0.0,false,false,false,0.0,true,1.0,false,false,false,3.0,false,false,false,0.33333334,3.0,1.0,0.33333334,Blanchwood Armor1,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",1,1,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,false,true,false,2.0,false,false,false,1.0,2.0,2.0,1.0,Karlov of the Ghost Council1,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,Blanchwood Armor2,,15,null,null,null,null,null,null,null,null,null,null,true,true,true,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",1,0,false,0.0,false,false,false,0.0,false,false,false,0.0,false,1.0,false,true,false,2.0,false,false,false,0.5,2.0,1.0,0.5,Blood Seeker1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",1,2,false,1.0,false,false,false,1.0,false,true,false,1.0,false,2.0,false,false,false,2.0,false,true,false,1.0,4.0,4.0,1.0,Liberated Dwarf1,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",0,0,false,0.0,false,false,false,0.0,false,false,false,0.0,true,1.0,false,false,false,5.0,false,false,false,0.2,5.0,1.0,0.2,Uktabi Wildcats2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,Crystalline Nautilus3,,39,null,null,null,null,true,null,null,true,null,null,true,true,null,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",1,1,true,1.0,false,false,false,1.0,false,false,false,1.0,true,2.0,false,false,false,6.0,false,false,false,0.33333334,8.0,4.0,0.5,Uktabi Wildcats1,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",0,1,false,0.0,false,false,false,0.0,false,false,false,0.0,false,1.0,true,false,false,3.0,false,false,false,0.33333334,3.0,1.0,0.33333334,Crystalline Nautilus2,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",1,0,false,0.0,false,false,false,0.0,false,false,false,0.0,false,1.0,true,false,false,3.0,false,false,false,0.33333334,3.0,1.0,0.33333334,Crystalline Nautilus1,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,Skulking Knight2,,71,null,null,null,null,null,null,null,null,null,null,null,null,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,Barren Moor3,,51,null,null,true,null,true,true,null,null,null,null,null,null,null,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",1,0,false,0.0,false,false,false,0.0,false,false,false,0.0,false,1.0,false,true,false,3.0,false,false,false,0.33333334,3.0,1.0,0.33333334,Skulking Knight1,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,Moorland Drifter1,,,,,,,,,,,,,,,,,,DELIRIUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,1,1,false,0.0,false,false,false,0.0,false,false,false,0.0,false,0.0,false,false,false,0.0,false,false,false,0.0,0.0,0.0,0.0,Barren Moor1,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",0,1,false,0.0,false,false,false,0.0,false,false,false,0.0,false,0.0,false,false,false,0.0,false,false,false,0.0,0.0,0.0,0.0,Barren Moor2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,1,1,true,4.0,false,false,false,4.0,false,false,false,1.0,true,7.0,false,false,false,7.0,false,false,false,1.0,15.0,15.0,1.0,Niall Silvain1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,Wall of Vapor2,,13,null,null,null,null,null,null,null,null,null,null,true,null,true,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",0,1,false,0.0,false,false,false,0.0,false,false,false,0.0,true,1.0,false,false,false,3.0,false,false,false,0.33333334,3.0,1.0,0.33333334,Touch of Vitae1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",0,1,false,0.0,false,false,false,0.0,false,false,false,0.0,true,1.0,false,false,false,4.0,false,false,false,0.25,4.0,1.0,0.25,Battery1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",0,0,false,0.0,false,false,false,0.0,false,false,false,0.0,false,1.0,true,false,false,4.0,false,false,false,0.25,4.0,1.0,0.25,Wall of Vapor1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",0,1,false,0.0,false,false,false,0.0,false,false,false,0.0,true,1.0,false,false,false,3.0,false,false,false,0.33333334,3.0,1.0,0.33333334,Touch of Vitae2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,Caravan Escort6,,17,null,null,null,null,null,null,null,null,null,null,true,null,true,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",1,1,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,false,false,false,3.0,false,true,false,0.6666667,3.0,2.0,0.6666667,Cave People1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",0,2,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,true,false,false,3.0,false,false,false,0.6666667,3.0,2.0,0.6666667,Merfolk Sovereign2,,,,,,,,,,,,,,,,,true,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,1,1,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,true,false,false,3.0,false,false,false,0.6666667,3.0,2.0,0.6666667,Merfolk Sovereign1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",1,1,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,false,false,false,5.0,false,true,false,0.4,5.0,2.0,0.4,Chandra Nalaar2,,,,,,,,,,,,,,,,,,,,true,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",0,0,false,0.0,false,false,false,0.0,false,false,false,0.0,false,1.0,false,false,false,1.0,true,false,false,1.0,1.0,1.0,1.0,Caravan Escort2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",1,1,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,false,false,false,5.0,false,true,false,0.4,5.0,2.0,0.4,Chandra Nalaar3,,,,,,,,,,,,,,,,,,,,true,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",0,0,false,0.0,false,false,false,0.0,false,false,false,0.0,false,1.0,false,false,false,1.0,true,false,false,1.0,1.0,1.0,1.0,Caravan Escort3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,1,1,false,2.0,false,false,false,3.0,false,true,false,0.6666667,false,4.0,false,false,false,6.0,false,true,false,0.6666667,12.0,8.0,0.6666667,Cave People2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",0,0,false,0.0,false,false,false,0.0,false,false,false,0.0,false,1.0,false,false,false,1.0,true,false,false,1.0,1.0,1.0,1.0,Caravan Escort4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,Blinding Flare2,,,,,,,,,,,,,,,,,,STRIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",1,1,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,false,false,false,5.0,false,true,false,0.4,5.0,2.0,0.4,Chandra Nalaar1,,,,,,,,,,,,,,,,,,,,true,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,Caravan Escort5,,88,null,null,null,null,null,true,null,null,null,null,null,null,true,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",0,0,false,0.0,false,false,false,0.0,false,false,false,0.0,false,1.0,false,false,false,1.0,false,true,false,1.0,1.0,1.0,1.0,Blinding Flare1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",0,0,false,0.0,false,false,false,0.0,false,false,false,0.0,false,1.0,false,false,false,1.0,true,false,false,1.0,1.0,1.0,1.0,Caravan Escort1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true,1,1,false,0.0,false,false,false,3.0,false,false,false,0.0,false,0.0,false,false,false,7.0,false,false,false,0.0,13.0,0.0,0.0,Rod of Ruin1,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",1,0,false,0.0,false,false,false,0.0,false,false,false,0.0,false,1.0,true,false,false,3.0,false,false,false,0.33333334,3.0,1.0,0.33333334,Frost Lynx1,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",0,0,false,0.0,false,false,false,0.0,false,false,false,0.0,false,1.0,false,true,false,1.0,false,false,false,1.0,1.0,1.0,1.0,Evil Presence1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,Evil Presence2,,15,null,null,null,null,null,null,null,null,null,null,true,true,true,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",0,1,false,0.0,false,false,false,0.0,false,false,false,0.0,false,1.0,false,false,false,3.0,true,false,false,0.33333334,3.0,1.0,0.33333334,Spiritualize2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",0,1,false,0.0,false,false,false,0.0,false,false,false,0.0,false,1.0,false,false,false,3.0,true,false,false,0.33333334,3.0,1.0,0.33333334,Spiritualize1,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",0,1,false,0.0,false,false,false,0.0,false,false,false,0.0,false,1.0,false,false,false,1.0,false,true,false,1.0,1.0,1.0,1.0,Flame Slash1,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",1,1,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,true,false,false,3.0,false,false,false,0.6666667,3.0,2.0,0.6666667,Grand Architect2,true,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,Warp Artifact2,,15,null,null,null,null,null,null,null,null,null,null,true,true,true,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",0,0,false,1.0,true,false,false,1.0,false,false,false,1.0,false,3.0,true,false,false,4.0,false,false,false,0.75,6.0,5.0,0.8333333,Grand Architect1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",0,2,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,true,false,false,3.0,false,false,false,0.6666667,3.0,2.0,0.6666667,Grand Architect3,,,,,,,,,,,,,,,,,true,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",0,1,false,0.0,false,false,false,0.0,false,false,false,0.0,false,1.0,false,false,false,2.0,true,false,false,0.5,2.0,1.0,0.5,Blessed Wine2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",0,1,false,0.0,false,false,false,0.0,false,false,false,0.0,false,1.0,false,false,false,2.0,true,false,false,0.5,2.0,1.0,0.5,Blessed Wine1,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",1,1,false,0.0,false,false,false,0.0,false,false,false,0.0,false,2.0,false,true,false,2.0,false,false,false,1.0,2.0,2.0,1.0,Warp Artifact1,,,,,,,,,,,,,,,,,,,,true,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",1,1,false,0.0,false,false,false,0.0,false,false,false,0.0,true,2.0,false,false,false,6.0,false,false,false,0.33333334,6.0,2.0,0.33333334,Symbiotic Beast1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,Darksteel Axe3,,16,null,null,true,null,null,null,null,null,null,null,null,true,true,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",1,0,false,0.0,false,false,false,0.0,false,false,false,0.0,false,1.0,false,false,false,3.0,false,true,false,0.33333334,3.0,1.0,0.33333334,Rogue Skycaptain1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,,Rogue Skycaptain2,,19,null,null,null,null,null,null,null,null,true,null,true,null,true,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"",0,1,false,0.0,false,false,false,0.0,false,false,false,0.0,false,1.0,false,false,false,1.0,false,true,false,1.0,1.0,1.0,1.0,Assault1,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
